Block 8640 (size 294)
+------+-------------------------------+-------------------------------+------------+------------+-------------------------------+
|      | handle                        | display_name                  |   fs_count |   fg_count | description                   |
| 6662 | camilleshouse.bsky.social    | Camille                 |         28 |          7 |                        |
| 5141 | tris.bsky.social             | Tris                    |         29 |         14 | Sims player. Prod De   |
| 5140 | unpunk.bsky.social           | Unpunk                  |         21 |          3 | Family comes first.    |
| 6656 | craigthompson.bsky.social    | Craig                   |         26 |          7 |                        |
| 5136 | godemperor6.bsky.social      | (☉_☉)                   |         25 |          4 | 27 💁🏻                |
| 6650 | masaalz.bsky.social          |                         |         25 |         17 |                        |
| 5127 | xxulinha.bsky.social         | _xxulinha               |         26 |          6 |                        |
| 7328 | iabdullah.bsky.social        | Abdullah                |         26 |          8 |                        |
| 5122 | whosyourchubby.bsky.social   | Kristopher Michaels     |         22 |          4 | 59 year old single L   |
| 5953 | matheusrayolf.bsky.social    | Matheus R.              |         31 |         12 |                        |
| 5114 | cav.dev                      | Joe                     |         28 |          8 | Tech Leader | Data C   |
| 5108 | mach.bsky.social             |                         |         24 |         12 |                        |
| 5105 | marcia.bsky.social           | marcia                  |         23 |          4 |                        |
| 6734 | thiagopntl.bsky.social       |                         |         22 |          3 |                        |
| 6736 | travelover.bsky.social       | an aesthetic art places |         28 |          5 |                        |
| 6894 | alishock.bsky.social         | Alicia                  |         29 |          8 | Mom, trainer, libera   |
| 5703 | ankinatico.bsky.social       | ANKI-nático             |         28 |          8 | #studybsky | Foco: M   |
| 5332 | kakao.bsky.social            |                         |         28 |          5 |                        |
| 6839 | johnelroig.bsky.social       | John el Roig            |         25 |         13 | Tigre, tigre, llum a   |
| 5715 | renanbrum.bsky.social        | Renan Brum              |         21 |          4 | Gamer | Illustrator.   |
| 4247 | olgs.bsky.social             |                         |         25 |         12 |                        |
| 5351 | kathymcclean.bsky.social     | Kathy McClean           |         29 |         13 | Northern Californian   |
| 5352 | eponine.bsky.social          | Eponine S de R          |         28 |         11 | Cat mom. Artist.       |
| 5361 | nickmvincent.bsky.social     | Nick Vincent            |         24 |          6 | Studying people and    |
| 5838 | jacobnordby.bsky.social      | Jacob Nordby            |         28 |         18 | Cat rancher, writer,   |
| 5691 | hagid.bsky.social            | عبدالرحمن هاجد          |         30 |          5 | رسام كاريكاتير ورسوم   |
| 5689 | thejuggernaut.bsky.social    | The Juggernaut          |         21 |          5 | ♫ Musician, writer,    |
| 5681 | lukeylukey.bsky.social       | Leo                     |         29 |          8 | Cat person, Star War   |
| 4217 | hellenstans.bsky.social      | hellenstans.eth         |         27 |          9 |                        |
| 5384 | costela.bsky.social          | Matheus do CI           |         24 |          7 | 🧑🏻‍💻 Mobile Reliabil |
| 5389 | elenab.bsky.social           |                         |         24 |          8 |                        |
| 5329 | guisilveiras.bsky.social     |                         |         30 |         10 |                        |
| 3953 | gabrielanagan.bsky.social    | anagan                  |         24 |          5 |                        |
| 5322 | joan.bsky.social             |                         |         29 |         20 |                        |
| 5312 | tommi.bsky.social            |                         |         27 |         11 |                        |
| 4290 | kdolisi.bsky.social          | Kyle Dolisi             |         26 |         16 |                        |
| 5289 | zzgare.bsky.social           | Gary Will Kreie         |         25 |          4 | Songwriter             |
| 5772 | missy.bsky.social            | Missy                   |         26 |          4 |                        |
| 5277 | noudles.bsky.social          | Sarah                   |         22 |          6 | ʟᴏᴠᴇʀ ᴏғ ᴅᴏɢs 🐶 | ᴇᴀ  |
| 5785 | greenbord.bsky.social        |                         |         23 |          4 |                        |
| 5274 | mizannie4.bsky.social        | Annie Reed              |         24 |          4 | Vegan. Reader. Maker   |
| 4316 | anahita.bsky.social          | Anahita                 |         28 |          8 |                        |
| 4321 | vandy.bsky.social            | Bill Vanderploeg        |         29 |         14 |                        |
| 5263 | chopo.bsky.social            | Chopo 🔰                |         29 |         11 | He🚹, 🏳️‍🌈🇪🇸. Transla   |
| 5806 | ice.bsky.social              | tim                     |         27 |         12 | web3 | vancouver       |
| 4333 | alonso.bsky.social           | Alonso Toledo           |         22 |         13 | Mythemes are my them   |
| 5250 | scullingmonkey.bsky.social   | Kasia                   |         28 |         14 | dr² | stuff&science    |
| 3866 | timmy.bsky.social            | BeesKnees               |         23 |          9 |                        |
| 5104 | devante.bsky.social          | Devante                 |         27 |          5 | IT Virtualization Ar   |
| 5102 | scarecrowthings.bsky.social  | Azzam                   |         23 |          3 |                        |
| 6624 | alien.bsky.social            |                         |         27 |          7 |                        |
| 6396 | garri.bsky.social            | Garri                   |         21 |          4 | 38 • Gaming • Tech •   |
| 4701 | mdrshigor.bsky.social        | higor                   |         26 |          7 |                        |
| 4692 | renatamarchetti.bsky.social  | Renata Marchetti 🐬     |         29 |         10 |                        |
| 4830 | rayanne.bsky.social          | Rayanne                 |         24 |          7 | 26. sinopse não disp   |
| 6245 | mahdix.bsky.social           | Mahdi                   |         23 |          5 | Software Engineer an   |
| 3544 | camicore.bsky.social         | 𖡼.𖤣𖥧𖡼.𖤣𖥧𖡼               |         27 |         14 | social media hermitr   |
| 6395 | mahdine.bsky.social          | Mahdi                   |         25 |          4 | IT Engineer            |
| 4841 | tomtom4468.bsky.social       | Thomas Michael Clark    |         29 |         11 | Lover of film. Massi   |
| 5096 | chrisjordan.bsky.social      | Chris Jordan            |         25 |          4 | Open source enthusia   |
| 4843 | mrcssz.bsky.social           | Marcos                  |         26 |          7 |                        |
| 4677 | gregie.bsky.social           | Gregie                  |         22 |          5 | dad to Kono and husb   |
| 4852 | sparker742.bsky.social       |                         |         25 |          9 |                        |
| 3394 | biarkadas.bsky.social        | Sila                    |         26 |          9 | 🌈                     |
| 4670 | ako.bsky.social              | Ako Meer                |         23 |          5 | 🇸🇦 • 💻 • ⚽️ • 🏎️       |
| 3386 | johnrobb.bsky.social         |                         |         27 |         17 |                        |
| 4709 | onlinealireza.bsky.social    | Online Alireza          |         22 |          5 | https://youtube.com/   |
| 6276 | amirabbas.bsky.social        | Amir Abbas              |         29 |          5 | Software Engineerami   |
| 3445 | kimiyaamk.bsky.social        | Kimiya amirkhalili      |         30 |         12 | Architect, artist, s   |
| 4799 | jasoneddie.bsky.social       | Philosophise This       |         28 |         16 | Teacher of tech, phi   |
| 4726 | kayadelen.bsky.social        | Kayadelen.eth           |         25 |          7 | Lord of Web3 from Sa   |
| 6285 | baharbakh.bsky.social        | Bahar                   |         27 |          5 |                        |
| 4791 | wildcardcorsair.bsky.social  | Christopher Summers     |         28 |          9 | Writer. Father. Husb   |
| 3504 | bnjmn.bsky.social            | 💙                      |         24 |         18 | just checking things   |
| 4786 | heatherwb.bsky.social        | Heather                 |         23 |          5 | She/Her, fashionably   |
| 4782 | milesjh.bsky.social          | Miles                   |         28 |          8 | Tech, politics, them   |
| 4741 | ufgator.bsky.social          | Grandma Crypto          |         25 |         10 | Sci-fi/ fantasy, NFT   |
| 4769 | oscarmiles.bsky.social       | Oscar Miles             |         21 |          7 | Average dude, father   |
| 4767 | indiedomini.bsky.social      | Indira Dominici         |         28 |         11 | artistaBrasília - Pa   |
| 4748 | lucyvanpelt.bsky.social      | Lucy Van Pelt           |         21 |          8 |                        |
+------+------------------------------+-------------------------+------------+------------+------------------------+


Block 7360 (size 187)
+------+------------------------------+----------------------------+------------+------------+-----------------------+
|      | handle                       | display_name               |   fs_count |   fg_count | description           |
|------+------------------------------+----------------------------+------------+------------+-----------------------|
| 2748 | urzero.bsky.social           | ur                         |         27 |         38 |                       |
| 4295 | btheshoe.bsky.social         |                            |         22 |         27 |                       |
| 4711 | sepesi.bsky.social           | William Sepesi             |         28 |         28 | ML enthusiast         |
|  819 | ideasthete.bsky.social       | Ideasthete                 |         24 |         26 | Ideate, then acceler  |
|  923 | borges.bsky.social           | Borges                     |         27 |         30 | Gradient descent thr  |
|  773 | anabasiscap.bsky.social      |                            |         23 |         14 |                       |
|   30 | falsifier.bsky.social        | PrefFalsifier              |         37 |         49 | LCD is one hell of a  |
|  949 | olive.bsky.social            | Markov (un)Chained         |         30 |         30 | Koolaid Drinker, har  |
| 3710 | deepneuron.bsky.social       | Deep Prasad                |         43 |         22 | Simulating, sensing   |
| 4239 | panta.bsky.social            | Panta                      |         39 |         39 | Amateur developer, p  |
| 3788 | rrrr.bsky.social             |                            |         22 |          6 |                       |
| 2971 | neurostack.bsky.social       | ethan                      |         27 |         16 | analog perpetual-lea  |
|  426 | vampire.bsky.social          | Alexander Briand           |         34 |         15 | he’s back             |
| 1168 | sitnaltax.bsky.social        | Rob Herman                 |         25 |         10 |                       |
| 3198 | shieldfoss.bsky.social       | Shieldfoss                 |         22 |          5 | I have Design Opinio  |
| 2603 | saiki.bsky.social            | ˈsʌɪki rose                |         30 |         13 |                       |
| 4376 | suraj.bsky.social            | suraj                      |         28 |          9 | we are so back        |
| 1246 | andrewcartwright.bsky.social | Andrew Cartwright          |         29 |         11 | Cornell ‘19, Florida  |
| 1242 | grenko.bsky.social           | Nate                       |         26 |         12 | A modest man with mu  |
| 2605 | marklutter.bsky.social       | Mark Lutter                |         26 |         23 | Building cities       |
| 1239 | andercot.bsky.social         | Andrew Cote                |         29 |          6 | In truth, only atoms  |
|  586 | polymathematics.blog         | Polymathematics            |         26 |         20 | Inventions of the Ma  |
| 5315 | harshtree.bsky.social        |                            |         21 |          6 |                       |
|  575 | zaqbee.bsky.social           | zaq                        |         23 |         15 | 256 1-bit ALUs in a   |
| 4380 | peskychihuahua.bsky.social   |                            |         22 |         15 |                       |
|  255 | youllgetyours.club           | John 🥒 Cucumber Edition   |         21 |         28 | I work in systems of  |
| 3981 | prototypist.bsky.social      |                            |         24 |         17 |                       |
|  951 | kcry.bsky.social             | K. C. Rybski               |         23 |         14 | Synaptic plasticity   |
| 2288 | djr.bsky.social              | Dan                        |         22 |         17 | Software engineer in  |
| 3716 | standardbrunette.bsky.social | lady willpower redux       |         23 |         19 | it’s all the same. o  |
| 1227 | bookthisclown.bsky.social    | felix                      |         36 |         94 |                       |
| 3717 | steeldioxide.bsky.social     | avi                        |         23 |         16 | welcome to the quiet  |
| 1225 | gkamer8.bsky.social          | slide rule enjoyer         |         24 |         14 | Harvard 23            |
| 3947 | johnennis.bsky.social        | John Ennis                 |         21 |          7 | CEO NeoSwap           |
|  966 | orwell.bsky.social           |                            |         29 |         24 | friendly nerd, likes  |
|  555 | saadahmed.bsky.social        | Saad Ahmed                 |         24 |         13 | chaos engine          |
|  968 | deanweez.bsky.social         | dean                       |         23 |         12 |                       |
| 3940 | ddkang.bsky.social           |                            |         22 |         11 |                       |
| 3979 | matt.is                      | Matt Huebert               |         29 |         54 | Life is an experimen  |
| 1271 | jal.bsky.social              |                            |         21 |          7 | Desert mystic         |
| 3698 | citadel-club.bsky.social     | Citadel_Club               |         24 |         19 | Musician and musings  |
| 1305 | othercriteria.bsky.social    |                            |         21 |          5 |                       |
| 2201 | otter.bsky.social            | Anil Kumar                 |         21 |         16 | I am a messenger.     |
| 5415 | codyhans.bsky.social         | Cody Hans                  |         27 |         11 |                       |
| 2003 | sagas.bsky.social            | sagas                      |         21 |          4 | Interested in AI, sp  |
| 4294 | lightconedenier.bsky.social  | Lcd                        |         27 |         29 | probably full of shi  |
| 2688 | maf.tech                     | maf.tech                   |         33 |        104 | @maf654321            |
| 1599 | payant.bsky.social           | Philippe Payant            |         28 |         34 | Mammal                |
| 1324 | skycope.bsky.social          | Sky                        |         30 |         57 | Helping conscious cr  |
| 2998 | analoguealley.bsky.social    | allie                      |         21 |         19 | bébé, blooms, baking  |
| 3658 | jcb.bsky.social              | jacob                      |         23 |         40 | msc student in londo  |
| 4697 | galth.bsky.social            | Gal Tal-Hochberg           |         21 |          8 |                       |
| 3433 | marcvivancos.bsky.social     | Marc Vivancos              |         29 |         58 |                       |
|  633 | staple.bsky.social           |                            |         25 |          5 | Correct               |
| 1306 | elliott.bsky.social          | Spencer                    |         29 |         37 | embracing paradox     |
| 1620 | peregrine.bsky.social        |                            |         22 |         25 |                       |
| 5333 | awp.bsky.social              | Alex Petros                |         25 |          5 | We can't rewind, we'  |
|  898 | jamesfeura.bsky.social       | James Feura                |         23 |         11 | AKA Emris | Founder   |
| 4325 | matt0.bsky.social            | matt                       |         23 |         24 |                       |
| 4328 | sethm.bsky.social            | Seth                       |         23 |         27 |                       |
| 3023 | realboy.bsky.social          | BRG Realboy                |         37 |         28 | SoundCloud rapper &   |
|  912 | peach-duck.bsky.social       | peach duck                 |         23 |          6 |                       |
|  914 | lupickup.bsky.social         | Lucas Pickup (in cat form) |         32 |         55 | Dev @ M$ tryna keep   |
| 5355 | verbz.bsky.social            | Ariel Verber               |         24 |          7 | Designer, building s  |
| 1640 | katherinejw.bsky.social      | Katherine                  |         26 |          7 | 🧩                    |
| 1960 | juvoni.bsky.social           | Juvoni Beckford            |         21 |          9 | I’m just here so I d  |
| 4351 | jonathanwilson.bsky.social   | Jonathan Wilson            |         22 |          6 | Interacting Processi  |
|  285 | mumsimumbus.bsky.social      |                            |         22 |         20 |                       |
| 4352 | karlitooo.bsky.social        | Karl ✨                    |         24 |         26 |                       |
| 3987 | stephania.bsky.social        |                            |         24 |         12 |                       |
|  553 | ryanshea.bsky.social         | Ryan Shea                  |         29 |         21 | Co-founder of Stacks  |
| 1420 | supposenot.bsky.social       | Jake Fein                  |         23 |         14 | technical dilettante  |
| 3353 | m4gn.us                      | magnus 🤲🏼                |         30 |         75 | Magnus Hambleton, En  |
|  973 | mjr.bsky.social              | Michael Joseph Rosenthal   |         28 |         26 | twitter.com/micimize  |
| 1132 | jacklg.bsky.social           | Jack Attack 🗡️🧪            |         27 |         11 | ML for drug discover  |
| 3298 | zoli.bsky.social             | zoli                       |         24 |         23 | Muscle-bound, joy co  |
|  369 | dbcooper.bsky.social         |                            |         24 |         27 |                       |
| 2367 | robinhouston.bsky.social     | .robin.                    |         27 |         25 | Just this guy, you k  |
|  373 | livingtexts.bsky.social      | livingtexts.com            |         25 |         11 | AI and Classical Lit  |
| 3872 | adversariel.bsky.social      | Ari                        |         29 |         20 | b᷍r᷍b᷍ ᷍g᷍o᷍t᷍t᷍a᷍ ᷍            |
| 3780 | polyparadigm.bsky.social     |                            |         24 |         16 |                       |
|  483 | inkbrisk.bsky.social         | inkbrisk                   |         28 |         55 | muzak & potatoes. me  |
|  482 | danganronpaul.bsky.social    |                            |         21 |          4 |                       |
| 3865 | frosty.bsky.social           |                            |         21 |          8 |                       |
| 2374 | ed.ingroup.social            | Edward Lee                 |         28 |         16 | hello.                |
| 2376 | papageno.bsky.social         | papageno                   |         29 |         39 | i don't know anythin  |
| 2377 | velaz.ingroup.social         | Tomato Holder              |         24 |         20 | promenadeur and toma  |
|  474 | raymondedwards.bsky.social   | ray                        |         21 |          9 | iOS and Bazel and De  |
| 1107 | channelone.systems           | hrln                       |         27 |         40 | ambiguously foredoom  |
|  393 | soupsos.bsky.social          | soup                       |         26 |         26 | good for the soul |   |
| 2381 | square.bsky.social           |                            |         27 |         25 |                       |
| 2453 | newyork.bsky.social          | New York City              |         22 |          9 | America’s largest ci  |
| 2452 | notorioustib.bsky.social     | Lamia Sehnsucht            |         22 |         16 | Ruins & rites/more p  |
| 1101 | dantheman.bsky.social        | Daniel                     |         25 |         19 | Person of interest    |
| 3792 | isaiahtaylor.com             | Isaiah Taylor              |         43 |         55 | CTO @ {stealth start  |
| 1099 | robo.bsky.social             |                            |         22 |         17 |                       |
| 3794 | marko.bsky.social            | marko                      |         23 |         14 |                       |
| 1088 | bright.haha.computer         | Bright                     |         33 |         19 |                       |
|  416 | posterrosso.bsky.social      | Poster Rosso               |         22 |         38 | Hermano de Tecnologí  |
| 2402 | chrisdancy.bsky.social       | Chris Dancy                |         28 |          4 | 📢 Google"Most Connec |
+------+------------------------------+----------------------------+------------+------------+-----------------------+


Block 1083 (size 138)
+-------+-------------------------------+---------------------+------------+------------+------------------------+
|       | handle                        | display_name        |   fs_count |   fg_count | description            |
|-------+-------------------------------+---------------------+------------+------------+------------------------|
|  7791 | vicious696.bsky.social        | Parris              |         37 |          8 | InfoSec by day, host   |
|  7776 | robertafking.bsky.social      | Roberta             |         29 |          9 | Lover of all things    |
|  8079 | elise.bsky.social             | Elise Nikolaisen    |         29 |          8 | travel publicist ✈️b    |
|  7858 | angelarose.bsky.social        | AngelaRose.eth      |         34 |          8 | Program Director for   |
|  7772 | andrearene.bsky.social        | Andrea Rene         |         25 |          3 | on-camera host & pro   |
|  8146 | garywhitta.bsky.social        | Gary Whitta         |         33 |          3 | Writer. Rogue One, T   |
|  8081 | bailey.bsky.social            | Bailey Carlin       |         29 |          5 | Founder + CEO of Bad   |
|  7798 | andrewhwaller.bsky.social     | Andrew H. Waller    |         25 |          3 | PhD researcher/softw   |
|  7799 | joshuatorrey.bsky.social      | Joshua Torrey       |         27 |          6 |                        |
|  7854 | jtdeane.bsky.social           | Jeremy Deane        |         29 |          6 | Software Engineering   |
| 10836 | kasim.bsky.social             | Kasım               |         43 |         39 | Tester                 |
|  7844 | matsby.bsky.social            | Matthew Stepka      |         27 |          3 | AI enthusiast, engin   |
|  7597 | michaelbtech.bsky.social      | Michael Brown       |         27 |          6 | Web Developer 👨🏾‍💻🌐 |
|  7753 | machinist.bsky.social         | Agnieszka Pilat     |         31 |         13 | I work for the machi   |
|  7750 | shauna.bsky.social            | Shauna Thompson     |         40 |         11 | permaculture enthusi   |
|  7801 | hennystdave.bsky.social       | Dave in Essex       |         28 |          4 | Organic gardener, bi   |
|  7818 | andrewa.bsky.social           | Andrew Asquith      |         31 |         11 | We are European not    |
|  7899 | imhelendt.bsky.social         | Helen Teixeira      |         37 |         13 | Sarcastic, irreveren   |
| 10405 | wow.bsky.social               |                     |         34 |         23 |                        |
|  6251 | jcrabapple.bsky.social        | jcrabapple          |         27 |         10 |                        |
|  7890 | richardjacobs.bsky.social     | Richard             |         40 |         17 | London                 |
|  7887 | lydia.bsky.social             | Lydia Sear          |         29 |          7 | Artist lydiasear.com   |
|  8138 | robertcyoung.bsky.social      | Robert Young        |         34 |         14 | Former EW guy turned   |
|  8125 | broadus.bsky.social           | Broadus Mattison    |         31 |         10 | Librarian. Former Na   |
|  7805 | saraha.bsky.social            |                     |         29 |          7 |                        |
|  7705 | briangratwicke.bsky.social    | Brian Gratwicke     |         40 |         13 | Conservation, herpet   |
|  7897 | stevetex.bsky.social          | Steve Teixeira      |         31 |         10 | Software craftsman.    |
|  7792 | danhevia.bsky.social          | Dan Hevia           |         43 |         12 | Brand Partnerships a   |
|  7828 | shak.bsky.social              | Shakeel             |         44 |         17 | paranoid android — t   |
|  8353 | craigtmartin.bsky.social      | Craig Martin        |         37 |         23 | Husband, Father | Ar   |
|  7793 | hopewithfacts.bsky.social     | Hope with Facts     |         31 |          8 | We provide Mental He   |
|  7439 | gocatgo.bsky.social           | Rick Knight         |         29 |         35 | Coffee. Corgis. Came   |
|  7794 | chuckh.bsky.social            | Chuck Husemann      |         32 |          6 | Husband, Agilist, ru   |
|  7724 | marsdorian.bsky.social        | Mars Dorian         |         51 |         21 | Urban cartoon artist   |
|  8109 | gambolloch.bsky.social        | gambolloch          |         30 |          3 | street photography,    |
|  7654 | schwittlick.bsky.social       | Marcel Schwittlick  |         35 |         10 |                        |
|  8348 | akash.bsky.social             | Akash Goswami 🏝     |         30 |         12 | Twitter: akashgoswam   |
|  7850 | dick.bsky.social              | Mike @ m1k3.net     |         34 |         16 | Product designer • D   |
| 10756 | electricdc.bsky.social        | ElectricDC          |         37 |         16 | Super nerdy but not    |
|  7938 | ozge.bsky.social              |                     |         26 |          4 |                        |
| 10766 | ulerdogan.bsky.social         | 0xulas.eth          |         29 |          9 | buidl                  |
|  7819 | petefullerga.bsky.social      | Pete Fuller         |         32 |         12 | Jackson County Ga De   |
|  7940 | upthesaints.bsky.social       | Matt                |         41 |         23 | Southampton            |
|  8670 | clpolk.bsky.social            | C. L. Polk          |         30 |          5 | I write stuff. I kni   |
|  5052 | emsav.bsky.social             | emSav               |         28 |         23 |                        |
|  8093 | mikeshupp.bsky.social         | Mike Shupp          |         40 |         29 | mikeshupp.eth • ⚡#Mu  |
|  8092 | ryanstinson.bsky.social       | Ryan Stinson        |         34 |         10 |                        |
|  8083 | ericam.bsky.social            |                     |         30 |          9 |                        |
|  8117 | benholbrook.bsky.social       | Ben Holbrook        |         33 |         18 | NYC based playwright   |
|  7857 | runwaygirl.bsky.social        | Runway Girl Network |         38 |         16 | A collective of avia   |
| 10890 | rnewman.bsky.social           | Richard             |         29 |         11 | 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸 in Seattle  |
|  7729 | valandrade.bsky.social        | Val Andrade         |         25 |          3 |                        |
|  7856 | steview8.bsky.social          | StevieW             |         29 |          5 |                        |
|  7853 | jimmycoan.bsky.social         |                     |         24 |          4 |                        |
|  8071 | martinione.bsky.social        | MartiniOne          |         25 |          8 |                        |
|  5684 | kynmstr.bsky.social           | shotaro             |         30 |          7 | https://twitter.com/   |
| 10928 | davery.bsky.social            | davery              |         40 |         40 | law school dropout n   |
|  8062 | ifrank.bsky.social            |                     |         27 |         24 |                        |
|  8121 | rangercraig.bsky.social       | RangerCraig         |         25 |          3 | Retired National Par   |
|  5373 | tkgshn.bsky.social            | taka                |         29 |          6 | Shunsuke Takagi. Fou   |
|  7641 | ardalan.bsky.social           | Ardalan             |         27 |          4 |                        |
|  7457 | aosoth.bsky.social            | Aosoth              |         27 |          4 | Role-player: Demon &   |
|  9336 | davidb.bsky.social            |                     |         32 |          7 |                        |
|  5100 | arete.bsky.social             |                     |         28 |          3 |                        |
|  7670 | pratik.bsky.social            | pratik              |         30 |         18 |                        |
|  8148 | codepope.bsky.social          | Codepope            |         30 |         12 | A writer of code and   |
|  7880 | micah.bsky.social             | Micah               |         25 |          4 | Chaotic neutral. Dad   |
|  9561 | hermmays.bsky.social          | Herman L Mays Jr.   |         23 |          5 | Ornithologist and ev   |
|  8142 | otenti.bsky.social            |                     |         28 |         17 |                        |
|  7876 | lucasmarcelino.bsky.social    |                     |         27 |          4 |                        |
| 10943 | hacks4pancakes.bsky.social    | Lesley Carhart      |         28 |          4 | I am eminently quali   |
| 10938 | nav.bsky.social               | Abhinav Nellore     |         34 |         29 | https://nellore.io     |
|  5113 | ledbetter24.bsky.social       |                     |         30 |         39 |                        |
|  6108 | justinpgh.com                 | Justin Otstott      |         30 |          6 | Contributor @RumBunt   |
|  8070 | chadhill.bsky.social          | Chad Hill           |         27 |          9 | Archaeologist, photo   |
|  7746 | joshtisdale.bsky.social       | Josh Tisdale        |         38 |         18 | IT Pro, Infrastructu   |
|  8060 | gold.bsky.social              | Mr Gold             |         28 |          3 | Yes it is my nicknam   |
|  7797 | blurhima.bsky.social          | Blur hima           |         28 |          4 | Pet-loving, music-lo   |
|  7778 | chrisprothro.bsky.social      | Chris Prothro       |         29 |          4 | Queens, NYC 🌐         |
|  8020 | london.bsky.social            |                     |         26 |         13 |                        |
|  7783 | shpshft.bsky.social           | Joshua Butner       |         33 |         11 | Dad, husbeast, desig   |
|  7835 | nationsfilm.bsky.social       | Angela Harvey       |         34 |         13 | Storyteller, Foodie,   |
|  7830 | captainslim.bsky.social       | Chris Johnson       |         29 |          4 | Retired airline pilo   |
|  7826 | woodcock.bsky.social          | 👈 Rebecca          |         32 |          5 | N=1, not statistical   |
|  7825 | paulfabretti.bsky.social      | Paul Fabretti       |         26 |          4 | 🏴󠁧󠁢󠁥󠁮󠁧󠁿 in 🇺🇸. Dad,   |
|  7980 | carolinda.bsky.social         |                     |         26 |          4 |                        |
|  7824 | chadchudson.bsky.social       | Chad Hudson         |         24 |          3 | CISO, information se   |
|  7823 | ronin.bsky.social             | Ronin 🌹            |         32 |          7 | Freelance Graphic De   |
|  7821 | emmamerrell.bsky.social       | Emma Merrell        |         23 |          5 | Writer, mom, wife, b   |
| 10790 | sylvhaseverything.bsky.social | sylv                |         42 |         15 | follow me down the r   |
|  7814 | nellminow.bsky.social         | NellMinow           |         31 |         10 | Movie critic, shareh   |
|  7817 | illadave.bsky.social          | Dave P              |         45 |         39 | Electric vehicles, m   |
|  7836 | shabs.bsky.social             | Rishabh Varshney    |         29 |          6 | Co-founder @Sequestr   |
|  8193 | mathz6.bsky.social            | Mathz               |         30 |         21 | Harry’s House (track   |
| 10833 | jsev.bsky.social              | Jsev                |         31 |         16 | https://nftmatrix.ce   |
|  7837 | mcnees.bsky.social            | Robert McNees       |         31 |          9 | Professor and physic   |
|  7771 | ovh.bsky.social               | Oscar               |         37 |         24 | Designer. Expert in    |
|  7839 | thembagwejela.bsky.social     | Themba Gwejela      |         32 |         12 | Hlelo’s dad, markete   |
|  7842 | allanschoenberg.bsky.social   | Allan Schoenberg    |         26 |          3 | Ultrarunner, coffee    |
|  7769 | tutak.bsky.social             |                     |         27 |          7 |                        |
+-------+-------------------------------+---------------------+------------+------------+------------------------+


Block 9847 (size 125)
+------+---------------------------+-----------------------------------+------------+------------+------------------------------------------+
|      | handle                    | display_name                      |   fs_count |   fg_count | description                              |
|------+---------------------------+-----------------------------------+------------+------------+------------------------------------------|
| 5624 | sae.bsky.social           | 小栗さえ                          |         26 |          3 | vtuber向けのサービス作ったり、本出       |
| 5688 | siriusarc7.bsky.social    | Sirius                            |         22 |          4 | The dog                                  |
| 7410 | rikucha.bsky.social       | りくちゃ                          |         35 |         15 | サポートエンジニアやりながら子育てやりつ |
| 4958 | pengu.bsky.social         | pengu🐧                           |         25 |          3 | グラフィック・エンタメコンテンツデザイナ |
| 5446 | nago.bsky.social          | なご                              |         29 |         15 | Cosplay** / 💞Elysia💞                   |
| 7366 | chaba.bsky.social         | 茶葉                              |         29 |         18 | 茶蕎麦です                               |
| 7363 | sdt23cm.bsky.social       | SDT🌭                             |         50 |         37 | 🔞🛁🚗🛵🎸🎮👾                           |
| 7282 | berlysia.bsky.social      | berlysia                          |         33 |         13 | https://berlysia.net                     |
| 5667 | melody0088.bsky.social    | つばめろᕱ⑅ᕱ︎                       |         33 |          4 | 成人男性がありのままを表現するアカウント |
| 6835 | tamosan.bsky.social       | tamosan                           |         29 |         11 | /車載放送・動画/WRC/Roadste              |
| 5611 | matsuyuki.dev             | まつゆき                          |         30 |         10 | Twitter: @matsuyuki_                     |
| 7106 | taru.bsky.social          | taru                              |         22 |          6 | Keio Univ SFC                            |
| 7297 | dq3gadabout.bsky.social   | あそびにん🤡                      |         28 |         13 | ただの あそびにん のようだ。             |
| 6796 | kenta.bsky.social         | Kenta                             |         21 |          3 | Twitter: https://twi                     |
| 7477 | copocota.com              | こぽこた🍒                        |         36 |          5 | 自由気ままにマイペース！アイコンはらいち |
| 5405 | yukaripunk.bsky.social    | ゆかぱんP                         |         23 |          5 |                                          |
| 6473 | yamifuu.bsky.social       | やみふう                          |         36 |         14 | ややや                                   |
| 4993 | kobmna.bsky.social        | トマト                            |         28 |          5 | 青い鳥からこっちへ引越し　ハローハロー   |
| 6080 | piro.bsky.social          | P!RO 💬                           |         24 |          9 | Mac mini 2023, iPhon                     |
| 5239 | lillin.bsky.social        | 離凛 (りりん) / Lillin            |         37 |         14 | Nostr村から来ました。家→https            |
| 6982 | komaco.bsky.social        | ユト                              |         30 |          3 | 毎日生きてます                           |
| 7049 | mimomimo.bsky.social      | mimomimo 🍖                       |         39 |         11 | @mimonelu.bsky.socia                     |
| 5369 | saosao.bsky.social        | さおさお                          |         24 |          3 | そらをじゆうにとびたいな                 |
| 7445 | madd02.bsky.social        | madd02                            |         35 |          3 | 飯botです。本当はおたくなのですが、リ    |
| 7563 | cryptographile.com        | cryptographile ₿                  |         36 |         10 | Freedom through cryp                     |
| 5403 | menda5.bsky.social        | めんだこ                          |         22 |          3 |                                          |
| 7246 | senna.bsky.social         | Senna🏎🏁                          |         32 |         17 | F1とかガジェットとかエンタメとか美味し   |
